STATE.UT,Year,id,CAUSE,Male.upto.14.years,Male.15.29.years,Male.30.44.years,Male.45.59.years,Male.60.years.and.above,Total.Male,Female.upto.14.years,Female.15.29.years,Female.30.44.years,Female.45.59.years,Female.60.years.and.above,Total.Female,Total.upto.14.years,Total.15.29.years,Total.30.44.years,Total.45.59.years,Total.60.years.and.above,Total
GUJARAT,2013,12,Service (Government),0,20,58,31,0,109,0,10,7,1,0,18,0,30,65,32,0,127
GUJARAT,2013,12,Service (Private),0,228,284,145,15,672,0,48,28,12,0,88,0,276,312,157,15,760
GUJARAT,2013,12,Public Sector Undertaking,0,39,37,26,4,106,1,13,15,7,0,36,1,52,52,33,4,142
GUJARAT,2013,12,Students,19,170,8,0,0,197,20,165,4,0,0,189,39,335,12,0,0,386
GUJARAT,2013,12,Unemployed,0,173,231,117,3,524,1,23,14,5,3,46,1,196,245,122,6,570
GUJARAT,2013,12,Professional Activity,1,215,237,169,32,654,0,34,8,12,2,56,1,249,245,181,34,710
GUJARAT,2013,12,Agriculture (Total),2,158,181,121,27,489,0,42,30,15,6,93,2,200,211,136,33,582
GUJARAT,2013,12,Retired Persons,0,0,0,34,136,170,0,2,1,0,50,53,0,2,1,34,186,223
GUJARAT,2014,12,House Wife,0,0,0,0,0,0,2,809,605,264,89,1769,2,809,605,264,89,1769
GUJARAT,2014,12,Service (Government),0,23,45,28,0,96,0,6,6,0,0,12,0,29,51,28,0,108
GUJARAT,2014,12,Service (Private),0,142,198,78,4,422,0,9,9,1,0,19,0,151,207,79,4,441
GUJARAT,2014,12,Public Sector Undertaking,0,12,15,9,0,36,0,3,1,1,0,5,0,15,16,10,0,41
GUJARAT,2014,12,Students,8,167,8,0,0,183,15,165,4,0,0,184,23,332,12,0,0,367
GUJARAT,2014,12,Unemployed,0,188,170,82,10,450,0,7,1,1,2,11,0,195,171,83,12,461
GUJARAT,2014,12,Agriculture (Total),0,174,199,104,36,513,1,44,23,10,9,87,1,218,222,114,45,600
GUJARAT,2014,12,Retired Persons,0,2,7,32,70,111,0,0,0,1,30,31,0,2,7,33,100,142
HARYANA,2001,13,House Wife,0,0,0,0,0,0,0,167,104,15,11,297,0,167,104,15,11,297
HARYANA,2001,13,Service (Government),0,25,32,16,0,73,0,0,13,8,0,21,0,25,45,24,0,94
HARYANA,2001,13,Service (Private),0,40,45,13,0,98,0,24,15,6,2,47,0,64,60,19,2,145
HARYANA,2001,13,Public Sector Undertaking,0,33,29,4,0,66,0,14,13,1,0,28,0,47,42,5,0,94
HARYANA,2001,13,Students,15,64,8,0,0,87,7,29,2,3,0,41,22,93,10,3,0,128
HARYANA,2001,13,Unemployed,13,117,52,42,3,227,7,26,18,9,0,60,20,143,70,51,3,287
HARYANA,2001,13,Professional Activity,0,17,33,12,2,64,0,0,1,0,0,1,0,17,34,12,2,65
HARYANA,2001,13,Agriculture (Total),0,50,43,27,13,133,0,6,3,3,0,12,0,56,46,30,13,145
HARYANA,2001,13,Retired Persons,0,0,0,1,17,18,0,0,0,0,4,4,0,0,0,1,21,22
HARYANA,2002,13,House Wife,0,0,0,0,0,0,1,198,131,31,10,371,1,198,131,31,10,371
HARYANA,2002,13,Service (Government),0,18,28,20,0,66,0,9,13,9,0,31,0,27,41,29,0,97
HARYANA,2002,13,Service (Private),0,66,107,31,4,208,0,26,9,0,0,35,0,92,116,31,4,243
HARYANA,2002,13,Public Sector Undertaking,0,29,34,2,0,65,0,5,9,0,0,14,0,34,43,2,0,79
HARYANA,2002,13,Students,10,69,20,0,0,99,1,55,2,0,0,58,11,124,22,0,0,157
HARYANA,2002,13,Unemployed,1,67,73,51,2,194,0,2,7,2,0,11,1,69,80,53,2,205
HARYANA,2002,13,Professional Activity,0,9,11,9,3,32,0,1,0,0,0,1,0,10,11,9,3,33
HARYANA,2002,13,Agriculture (Total),0,52,66,40,9,167,0,15,6,0,2,23,0,67,72,40,11,190
HARYANA,2002,13,Retired Persons,0,0,1,3,4,8,0,0,7,2,0,9,0,0,8,5,4,17
HARYANA,2003,13,House Wife,0,0,0,0,0,0,0,173,107,29,12,321,0,173,107,29,12,321
HARYANA,2003,13,Service (Government),0,20,28,20,0,68,0,5,4,1,0,10,0,25,32,21,0,78
HARYANA,2003,13,Service (Private),6,68,90,25,1,190,0,26,8,2,0,36,6,94,98,27,1,226
HARYANA,2003,13,Public Sector Undertaking,0,17,33,4,0,54,0,10,6,1,0,17,0,27,39,5,0,71
HARYANA,2003,13,Students,5,69,12,0,0,86,10,28,1,0,0,39,15,97,13,0,0,125
HARYANA,2003,13,Unemployed,2,89,65,25,3,184,1,17,7,3,0,28,3,106,72,28,3,212
HARYANA,2003,13,Professional Activity,0,11,13,9,0,33,0,0,0,0,0,0,0,11,13,9,0,33
HARYANA,2003,13,Agriculture (Total),1,59,66,51,15,192,0,5,6,4,0,15,1,64,72,55,15,207
HARYANA,2003,13,Retired Persons,0,0,0,10,13,23,0,0,0,4,3,7,0,0,0,14,16,30
HARYANA,2004,13,House Wife,0,0,0,0,0,0,1,157,120,37,15,330,1,157,120,37,15,330
HARYANA,2004,13,Service (Government),0,20,28,19,0,67,0,11,4,1,0,16,0,31,32,20,0,83
HARYANA,2004,13,Service (Private),0,62,82,26,2,172,0,27,8,2,0,37,0,89,90,28,2,209
HARYANA,2004,13,Public Sector Undertaking,0,13,32,5,0,50,0,3,6,1,0,10,0,16,38,6,0,60
HARYANA,2004,13,Students,5,71,3,0,0,79,11,27,0,0,0,38,16,98,3,0,0,117
HARYANA,2004,13,Unemployed,4,71,72,34,6,187,3,6,10,5,0,24,7,77,82,39,6,211
HARYANA,2004,13,Professional Activity,0,1,19,13,0,33,0,0,0,0,0,0,0,1,19,13,0,33
HARYANA,2004,13,Agriculture (Total),0,40,56,38,10,144,0,6,6,4,0,16,0,46,62,42,10,160
HARYANA,2004,13,Retired Persons,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,9,9
HARYANA,2005,13,House Wife,0,0,0,0,0,0,2,119,125,49,8,303,2,119,125,49,8,303
HARYANA,2005,13,Service (Government),0,14,16,7,0,37,0,1,5,0,0,6,0,15,21,7,0,43
HARYANA,2005,13,Service (Private),0,72,48,24,0,144,1,6,3,1,0,11,1,78,51,25,0,155
HARYANA,2005,13,Public Sector Undertaking,0,4,10,1,0,15,0,3,2,0,0,5,0,7,12,1,0,20
HARYANA,2005,13,Students,7,57,3,0,0,67,6,25,3,0,0,34,13,82,6,0,0,101
HARYANA,2005,13,Unemployed,5,64,54,17,6,146,0,7,4,1,1,13,5,71,58,18,7,159
HARYANA,2005,13,Professional Activity,0,6,11,0,1,18,1,0,0,0,0,1,1,6,11,0,1,19
HARYANA,2005,13,Agriculture (Total),1,37,57,23,10,128,2,6,2,2,0,12,3,43,59,25,10,140
HARYANA,2005,13,Retired Persons,0,0,6,4,1,11,0,0,2,2,1,5,0,0,8,6,2,16
HARYANA,2006,13,House Wife,0,0,0,0,0,0,2,152,110,40,15,319,2,152,110,40,15,319
HARYANA,2006,13,Service (Government),0,13,28,8,0,49,0,5,5,0,0,10,0,18,33,8,0,59
HARYANA,2006,13,Service (Private),0,129,127,58,7,321,0,12,23,15,4,54,0,141,150,73,11,375
HARYANA,2006,13,Public Sector Undertaking,0,14,50,14,0,78,0,16,5,0,0,21,0,30,55,14,0,99
HARYANA,2006,13,Students,8,75,3,0,0,86,10,30,0,0,0,40,18,105,3,0,0,126
HARYANA,2006,13,Unemployed,1,81,105,51,5,243,0,5,7,2,1,15,1,86,112,53,6,258
HARYANA,2006,13,Professional Activity,0,10,8,6,0,24,0,2,0,0,0,2,0,12,8,6,0,26
HARYANA,2006,13,Agriculture (Total),0,48,78,35,20,181,0,6,2,1,0,9,0,54,80,36,20,190
HARYANA,2006,13,Retired Persons,1,20,18,10,5,54,0,1,0,0,0,1,1,21,18,10,5,55
HARYANA,2007,13,House Wife,0,0,0,0,0,0,0,193,110,37,16,356,0,193,110,37,16,356
HARYANA,2007,13,Service (Government),0,18,25,20,1,64,0,12,3,0,0,15,0,30,28,20,1,79
HARYANA,2007,13,Service (Private),0,99,95,28,2,224,0,18,4,0,0,22,0,117,99,28,2,246
HARYANA,2007,13,Public Sector Undertaking,0,29,42,4,0,75,0,5,6,1,0,12,0,34,48,5,0,87
HARYANA,2007,13,Students,8,68,4,0,0,80,4,34,3,1,0,42,12,102,7,1,0,122
HARYANA,2007,13,Unemployed,2,111,108,32,6,259,0,5,12,6,0,23,2,116,120,38,6,282
HARYANA,2007,13,Professional Activity,0,5,23,29,0,57,0,0,0,0,0,0,0,5,23,29,0,57
HARYANA,2007,13,Agriculture (Total),0,68,63,37,11,179,0,0,0,0,0,0,0,68,63,37,11,179
HARYANA,2007,13,Retired Persons,0,13,26,16,18,73,0,1,0,0,1,2,0,14,26,16,19,75
HARYANA,2008,13,House Wife,0,0,0,0,0,0,0,159,135,52,20,366,0,159,135,52,20,366
HARYANA,2008,13,Service (Government),0,29,40,14,7,90,0,3,0,0,0,3,0,32,40,14,7,93
HARYANA,2008,13,Service (Private),0,95,101,38,5,239,0,9,2,0,0,11,0,104,103,38,5,250
HARYANA,2008,13,Public Sector Undertaking,0,41,33,11,7,92,0,3,1,0,0,4,0,44,34,11,7,96
HARYANA,2008,13,Students,10,78,3,1,0,92,15,28,0,0,0,43,25,106,3,1,0,135
HARYANA,2008,13,Unemployed,0,47,75,30,7,159,0,6,12,5,1,24,0,53,87,35,8,183
HARYANA,2008,13,Professional Activity,0,12,28,9,1,50,0,0,0,0,0,0,0,12,28,9,1,50
HARYANA,2008,13,Agriculture (Total),0,34,62,36,18,150,0,0,0,0,0,0,0,34,62,36,18,150
HARYANA,2008,13,Retired Persons,0,1,0,0,7,8,0,2,0,2,0,4,0,3,0,2,7,12
HARYANA,2009,13,House Wife,0,0,0,0,0,0,2,176,196,57,10,441,2,176,196,57,10,441
HARYANA,2009,13,Service (Government),0,26,34,15,5,80,0,3,3,0,0,6,0,29,37,15,5,86
HARYANA,2009,13,Service (Private),0,100,98,47,8,253,0,16,13,3,0,32,0,116,111,50,8,285
HARYANA,2009,13,Public Sector Undertaking,0,35,19,8,2,64,0,7,0,0,0,7,0,42,19,8,2,71
HARYANA,2009,13,Students,10,70,3,0,0,83,16,16,0,0,0,32,26,86,3,0,0,115
HARYANA,2009,13,Unemployed,0,86,90,37,7,220,0,17,15,0,1,33,0,103,105,37,8,253
HARYANA,2009,13,Professional Activity,0,7,13,8,0,28,0,0,0,0,0,0,0,7,13,8,0,28
HARYANA,2009,13,Agriculture (Total),0,44,107,62,12,225,0,1,2,2,0,5,0,45,109,64,12,230
HARYANA,2009,13,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,2010,13,House Wife,0,0,0,0,0,0,0,174,124,50,16,364,0,174,124,50,16,364
HARYANA,2010,13,Service (Government),0,14,16,10,0,40,0,24,18,3,0,45,0,38,34,13,0,85
HARYANA,2010,13,Service (Private),0,78,72,42,2,194,0,18,7,2,0,27,0,96,79,44,2,221
HARYANA,2010,13,Public Sector Undertaking,0,8,2,1,0,11,1,4,0,0,0,5,1,12,2,1,0,16
HARYANA,2010,13,Students,12,101,6,0,0,119,8,21,0,0,0,29,20,122,6,0,0,148
HARYANA,2010,13,Unemployed,3,143,118,67,16,347,0,21,9,4,3,37,3,164,127,71,19,384
HARYANA,2010,13,Professional Activity,0,14,17,13,1,45,0,0,0,0,0,0,0,14,17,13,1,45
HARYANA,2010,13,Agriculture (Total),0,94,103,59,25,281,0,9,5,2,0,16,0,103,108,61,25,297
HARYANA,2010,13,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,2011,13,House Wife,0,0,0,0,0,0,0,203,148,56,9,416,0,203,148,56,9,416
HARYANA,2011,13,Service (Government),0,20,28,24,0,72,0,2,5,0,0,7,0,22,33,24,0,79
HARYANA,2011,13,Service (Private),0,75,91,22,5,193,0,11,7,2,0,20,0,86,98,24,5,213
HARYANA,2011,13,Public Sector Undertaking,0,9,9,2,0,20,0,5,0,0,0,5,0,14,9,2,0,25
HARYANA,2011,13,Students,14,105,5,5,0,129,4,47,0,0,0,51,18,152,5,5,0,180
HARYANA,2011,13,Unemployed,4,91,146,75,16,332,0,15,11,17,1,44,4,106,157,92,17,376
HARYANA,2011,13,Professional Activity,0,8,13,3,0,24,0,0,0,0,0,0,0,8,13,3,0,24
HARYANA,2011,13,Agriculture (Total),0,140,113,74,23,350,0,8,18,8,0,34,0,148,131,82,23,384
HARYANA,2011,13,Retired Persons,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,2
HARYANA,2012,13,House Wife,0,0,0,0,0,0,0,221,119,37,12,389,0,221,119,37,12,389
HARYANA,2012,13,Service (Government),0,15,17,16,0,48,0,2,1,0,0,3,0,17,18,16,0,51
HARYANA,2012,13,Service (Private),4,88,102,38,3,235,0,4,4,4,0,12,4,92,106,42,3,247
HARYANA,2012,13,Public Sector Undertaking,0,25,22,5,0,52,0,1,4,0,0,5,0,26,26,5,0,57
HARYANA,2012,13,Students,11,86,7,5,0,109,6,27,0,0,0,33,17,113,7,5,0,142
HARYANA,2012,13,Unemployed,2,120,108,52,11,293,1,12,16,4,1,34,3,132,124,56,12,327
HARYANA,2012,13,Professional Activity,0,11,21,9,0,41,0,0,0,0,0,0,0,11,21,9,0,41
HARYANA,2012,13,Agriculture (Total),0,53,100,73,25,251,0,9,12,2,2,25,0,62,112,75,27,276
HARYANA,2012,13,Retired Persons,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,2,1,3
HARYANA,2013,13,House Wife,0,0,0,0,0,0,0,239,112,38,12,401,0,239,112,38,12,401
HARYANA,2013,13,Service (Government),0,7,12,18,0,37,0,1,2,0,0,3,0,8,14,18,0,40
HARYANA,2013,13,Service (Private),1,84,112,53,4,254,0,14,13,6,0,33,1,98,125,59,4,287
HARYANA,2013,13,Public Sector Undertaking,0,48,43,18,0,109,0,2,7,2,0,11,0,50,50,20,0,120
HARYANA,2013,13,Students,18,97,6,0,0,121,10,44,0,1,1,56,28,141,6,1,1,177
HARYANA,2013,13,Unemployed,1,111,110,63,7,292,0,8,5,5,1,19,1,119,115,68,8,311
HARYANA,2013,13,Professional Activity,0,8,12,8,1,29,0,0,0,0,0,0,0,8,12,8,1,29
HARYANA,2013,13,Agriculture (Total),0,79,110,114,33,336,0,13,12,12,1,38,0,92,122,126,34,374
HARYANA,2013,13,Retired Persons,0,0,1,2,1,4,0,0,0,2,0,2,0,0,1,4,1,6
HARYANA,2014,13,House Wife,0,0,0,0,0,0,1,169,88,32,15,305,1,169,88,32,15,305
HARYANA,2014,13,Service (Government),0,10,23,16,4,53,0,4,3,1,0,8,0,14,26,17,4,61
HARYANA,2014,13,Service (Private),0,29,53,23,4,109,0,11,14,1,0,26,0,40,67,24,4,135
HARYANA,2014,13,Public Sector Undertaking,0,12,15,12,1,40,0,1,2,1,0,4,0,13,17,13,1,44
HARYANA,2014,13,Students,12,99,8,0,2,121,4,36,2,0,0,42,16,135,10,0,2,163
HARYANA,2014,13,Unemployed,4,95,83,45,5,232,0,3,0,1,0,4,4,98,83,46,5,236
HARYANA,2014,13,Agriculture (Total),0,39,50,26,4,119,0,0,0,0,0,0,0,39,50,26,4,119
HARYANA,2014,13,Retired Persons,0,2,2,3,3,10,0,0,0,0,0,0,0,2,2,3,3,10
HIMACHAL PRADESH,2001,14,House Wife,0,0,0,0,0,0,0,44,26,12,2,84,0,44,26,12,2,84
HIMACHAL PRADESH,2001,14,Service (Government),0,0,5,3,0,8,0,2,1,0,0,3,0,2,6,3,0,11
HIMACHAL PRADESH,2001,14,Service (Private),0,6,9,8,1,24,0,0,0,0,0,0,0,6,9,8,1,24
HIMACHAL PRADESH,2001,14,Public Sector Undertaking,0,0,3,4,0,7,0,0,0,0,0,0,0,0,3,4,0,7
HIMACHAL PRADESH,2001,14,Students,0,8,0,0,0,8,2,9,0,0,0,11,2,17,0,0,0,19
HIMACHAL PRADESH,2001,14,Unemployed,0,18,9,4,0,31,0,6,1,0,0,7,0,24,10,4,0,38
HIMACHAL PRADESH,2001,14,Professional Activity,0,0,2,0,0,2,0,0,1,0,0,1,0,0,3,0,0,3
HIMACHAL PRADESH,2001,14,Agriculture (Total),0,3,9,8,2,22,0,0,0,0,0,0,0,3,9,8,2,22
HIMACHAL PRADESH,2001,14,Retired Persons,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
HIMACHAL PRADESH,2002,14,House Wife,0,0,0,0,0,0,2,46,29,5,1,83,2,46,29,5,1,83
HIMACHAL PRADESH,2002,14,Service (Government),0,3,6,2,0,11,0,1,1,0,0,2,0,4,7,2,0,13
HIMACHAL PRADESH,2002,14,Service (Private),0,6,5,1,0,12,0,0,0,0,0,0,0,6,5,1,0,12
HIMACHAL PRADESH,2002,14,Public Sector Undertaking,0,2,1,1,0,4,0,0,0,1,0,1,0,2,1,2,0,5
HIMACHAL PRADESH,2002,14,Students,2,16,1,0,0,19,1,11,0,0,0,12,3,27,1,0,0,31
HIMACHAL PRADESH,2002,14,Unemployed,0,11,6,7,1,25,0,3,1,0,0,4,0,14,7,7,1,29
HIMACHAL PRADESH,2002,14,Professional Activity,0,0,12,0,0,12,0,0,1,0,0,1,0,0,13,0,0,13
HIMACHAL PRADESH,2002,14,Agriculture (Total),0,7,12,3,2,24,0,0,0,1,0,1,0,7,12,4,2,25
HIMACHAL PRADESH,2002,14,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2003,14,House Wife,0,0,0,0,0,0,0,37,25,10,0,72,0,37,25,10,0,72
HIMACHAL PRADESH,2003,14,Service (Government),0,1,8,5,0,14,0,0,1,1,0,2,0,1,9,6,0,16
HIMACHAL PRADESH,2003,14,Service (Private),0,8,12,9,1,30,0,1,1,0,0,2,0,9,13,9,1,32
HIMACHAL PRADESH,2003,14,Public Sector Undertaking,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2
HIMACHAL PRADESH,2003,14,Students,2,9,0,0,0,11,4,15,0,0,0,19,6,24,0,0,0,30
HIMACHAL PRADESH,2003,14,Unemployed,0,24,15,0,2,41,0,1,0,0,0,1,0,25,15,0,2,42
HIMACHAL PRADESH,2003,14,Professional Activity,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,2
HIMACHAL PRADESH,2003,14,Agriculture (Total),0,5,13,10,1,29,0,2,3,0,0,5,0,7,16,10,1,34
HIMACHAL PRADESH,2003,14,Retired Persons,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
HIMACHAL PRADESH,2004,14,House Wife,0,0,0,0,0,0,0,40,24,9,2,75,0,40,24,9,2,75
HIMACHAL PRADESH,2004,14,Service (Government),0,6,4,3,0,13,0,0,0,1,0,1,0,6,4,4,0,14
HIMACHAL PRADESH,2004,14,Service (Private),1,21,21,4,2,49,0,1,1,0,0,2,1,22,22,4,2,51
HIMACHAL PRADESH,2004,14,Public Sector Undertaking,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,2
HIMACHAL PRADESH,2004,14,Students,4,7,0,0,0,11,2,9,1,0,0,12,6,16,1,0,0,23
HIMACHAL PRADESH,2004,14,Unemployed,0,18,10,2,4,34,0,12,0,0,0,12,0,30,10,2,4,46
HIMACHAL PRADESH,2004,14,Professional Activity,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
HIMACHAL PRADESH,2004,14,Agriculture (Total),0,14,14,13,2,43,0,3,4,1,1,9,0,17,18,14,3,52
HIMACHAL PRADESH,2004,14,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2005,14,House Wife,0,0,0,0,0,0,0,41,26,8,0,75,0,41,26,8,0,75
HIMACHAL PRADESH,2005,14,Service (Government),0,1,9,4,0,14,0,1,1,0,0,2,0,2,10,4,0,16
HIMACHAL PRADESH,2005,14,Service (Private),0,10,14,4,1,29,0,0,0,0,0,0,0,10,14,4,1,29
HIMACHAL PRADESH,2005,14,Public Sector Undertaking,0,1,5,1,0,7,0,1,0,0,0,1,0,2,5,1,0,8
HIMACHAL PRADESH,2005,14,Students,0,9,1,0,0,10,1,14,0,0,0,15,1,23,1,0,0,25
HIMACHAL PRADESH,2005,14,Unemployed,0,9,9,1,0,19,0,5,3,0,0,8,0,14,12,1,0,27
HIMACHAL PRADESH,2005,14,Professional Activity,0,1,3,0,0,4,0,0,0,0,0,0,0,1,3,0,0,4
HIMACHAL PRADESH,2005,14,Agriculture (Total),0,8,3,7,2,20,0,0,0,0,0,0,0,8,3,7,2,20
HIMACHAL PRADESH,2005,14,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2006,14,House Wife,0,0,0,0,0,0,0,31,22,21,4,78,0,31,22,21,4,78
HIMACHAL PRADESH,2006,14,Service (Government),0,7,8,6,0,21,0,0,0,1,0,1,0,7,8,7,0,22
HIMACHAL PRADESH,2006,14,Service (Private),0,12,19,15,1,47,0,6,1,3,0,10,0,18,20,18,1,57
HIMACHAL PRADESH,2006,14,Public Sector Undertaking,0,10,24,4,2,40,0,1,0,0,0,1,0,11,24,4,2,41
HIMACHAL PRADESH,2006,14,Students,4,14,2,0,0,20,1,18,1,0,0,20,5,32,3,0,0,40
HIMACHAL PRADESH,2006,14,Unemployed,0,10,13,8,1,32,0,0,0,0,0,0,0,10,13,8,1,32
HIMACHAL PRADESH,2006,14,Professional Activity,0,0,3,1,0,4,0,0,0,0,0,0,0,0,3,1,0,4
HIMACHAL PRADESH,2006,14,Agriculture (Total),0,7,11,3,1,22,0,0,0,0,0,0,0,7,11,3,1,22
HIMACHAL PRADESH,2006,14,Retired Persons,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
HIMACHAL PRADESH,2007,14,House Wife,0,0,0,0,0,0,0,31,16,5,4,56,0,31,16,5,4,56
HIMACHAL PRADESH,2007,14,Service (Government),0,2,7,2,0,11,0,0,0,0,0,0,0,2,7,2,0,11
HIMACHAL PRADESH,2007,14,Service (Private),0,18,21,6,1,46,0,1,2,1,0,4,0,19,23,7,1,50
HIMACHAL PRADESH,2007,14,Public Sector Undertaking,0,4,3,4,1,12,0,1,2,0,0,3,0,5,5,4,1,15
HIMACHAL PRADESH,2007,14,Students,2,11,0,0,0,13,0,20,2,0,0,22,2,31,2,0,0,35
HIMACHAL PRADESH,2007,14,Unemployed,0,12,7,3,1,23,0,2,2,0,0,4,0,14,9,3,1,27
HIMACHAL PRADESH,2007,14,Professional Activity,0,2,4,1,1,8,0,0,1,1,0,2,0,2,5,2,1,10
HIMACHAL PRADESH,2007,14,Agriculture (Total),0,0,11,3,0,14,0,0,1,0,0,1,0,0,12,3,0,15
HIMACHAL PRADESH,2007,14,Retired Persons,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
HIMACHAL PRADESH,2008,14,House Wife,0,0,0,0,0,0,0,38,29,11,9,87,0,38,29,11,9,87
HIMACHAL PRADESH,2008,14,Service (Government),0,6,5,8,0,19,0,1,0,1,0,2,0,7,5,9,0,21
HIMACHAL PRADESH,2008,14,Service (Private),0,20,10,8,1,39,0,3,5,1,1,10,0,23,15,9,2,49
HIMACHAL PRADESH,2008,14,Public Sector Undertaking,0,6,5,4,1,16,0,4,1,2,0,7,0,10,6,6,1,23
HIMACHAL PRADESH,2008,14,Students,3,17,0,0,0,20,5,10,0,1,0,16,8,27,0,1,0,36
HIMACHAL PRADESH,2008,14,Unemployed,0,16,11,2,0,29,0,9,0,0,0,9,0,25,11,2,0,38
HIMACHAL PRADESH,2008,14,Professional Activity,0,3,3,3,0,9,0,1,2,1,1,5,0,4,5,4,1,14
HIMACHAL PRADESH,2008,14,Agriculture (Total),3,36,42,46,23,150,3,14,10,4,7,38,6,50,52,50,30,188
HIMACHAL PRADESH,2008,14,Retired Persons,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,1,2,3
HIMACHAL PRADESH,2009,14,House Wife,0,0,0,0,0,0,0,38,32,14,10,94,0,38,32,14,10,94
HIMACHAL PRADESH,2009,14,Service (Government),0,5,13,8,0,26,0,0,5,1,0,6,0,5,18,9,0,32
HIMACHAL PRADESH,2009,14,Service (Private),0,11,19,5,0,35,0,2,2,3,0,7,0,13,21,8,0,42
HIMACHAL PRADESH,2009,14,Public Sector Undertaking,0,7,3,5,3,18,0,2,0,3,1,6,0,9,3,8,4,24
HIMACHAL PRADESH,2009,14,Students,2,21,2,0,0,25,4,21,0,0,0,25,6,42,2,0,0,50
HIMACHAL PRADESH,2009,14,Unemployed,0,22,15,11,4,52,0,3,6,1,2,12,0,25,21,12,6,64
HIMACHAL PRADESH,2009,14,Professional Activity,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3
HIMACHAL PRADESH,2009,14,Agriculture (Total),0,1,8,10,5,24,0,0,0,0,0,0,0,1,8,10,5,24
HIMACHAL PRADESH,2009,14,Retired Persons,0,0,0,0,4,4,0,0,0,0,1,1,0,0,0,0,5,5
HIMACHAL PRADESH,2010,14,House Wife,0,0,0,0,0,0,0,44,24,15,5,88,0,44,24,15,5,88
HIMACHAL PRADESH,2010,14,Service (Government),0,2,7,11,0,20,0,1,1,1,0,3,0,3,8,12,0,23
HIMACHAL PRADESH,2010,14,Service (Private),0,10,17,9,2,38,0,4,2,1,0,7,0,14,19,10,2,45
HIMACHAL PRADESH,2010,14,Public Sector Undertaking,0,3,6,2,1,12,0,2,1,2,1,6,0,5,7,4,2,18
HIMACHAL PRADESH,2010,14,Students,7,26,0,0,0,33,4,27,2,0,0,33,11,53,2,0,0,66
HIMACHAL PRADESH,2010,14,Unemployed,0,24,23,4,1,52,0,2,1,0,0,3,0,26,24,4,1,55
HIMACHAL PRADESH,2010,14,Professional Activity,0,10,4,6,1,21,0,0,1,0,0,1,0,10,5,6,1,22
HIMACHAL PRADESH,2010,14,Agriculture (Total),0,12,24,15,8,59,0,2,0,0,0,2,0,14,24,15,8,61
HIMACHAL PRADESH,2010,14,Retired Persons,0,0,1,4,2,7,0,0,0,0,0,0,0,0,1,4,2,7
HIMACHAL PRADESH,2011,14,House Wife,0,0,0,0,0,0,0,23,29,11,2,65,0,23,29,11,2,65
HIMACHAL PRADESH,2011,14,Service (Government),0,1,5,4,0,10,0,0,2,1,0,3,0,1,7,5,0,13
HIMACHAL PRADESH,2011,14,Service (Private),0,17,15,8,1,41,0,1,3,1,0,5,0,18,18,9,1,46
HIMACHAL PRADESH,2011,14,Public Sector Undertaking,0,6,10,4,1,21,0,2,2,2,1,7,0,8,12,6,2,28
HIMACHAL PRADESH,2011,14,Students,2,20,0,0,0,22,3,21,0,0,0,24,5,41,0,0,0,46
HIMACHAL PRADESH,2011,14,Unemployed,0,9,7,0,1,17,0,4,2,0,0,6,0,13,9,0,1,23
HIMACHAL PRADESH,2011,14,Professional Activity,0,0,1,2,2,5,0,0,2,0,0,2,0,0,3,2,2,7
HIMACHAL PRADESH,2011,14,Agriculture (Total),0,8,14,10,10,42,0,3,0,1,0,4,0,11,14,11,10,46
HIMACHAL PRADESH,2011,14,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,2012,14,House Wife,0,0,0,0,0,0,0,40,25,12,3,80,0,40,25,12,3,80
HIMACHAL PRADESH,2012,14,Service (Government),0,0,3,3,0,6,0,2,1,1,0,4,0,2,4,4,0,10
HIMACHAL PRADESH,2012,14,Service (Private),0,10,12,9,1,32,0,2,4,1,0,7,0,12,16,10,1,39
