STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Transgender upto 14 years,Transgender 15-29 years,Transgender 30-44 years,Transgender 45-59 years,Transgender 60 years and above,Total Transgender,Grand Total
Haryana,2014,Suspected/Illicit relation,0,2,2,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,8
Haryana,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2014,Professional/Career Problem,0,21,12,1,0,34,0,7,3,0,0,10,0,0,0,0,0,0,44
Haryana,2014,Causes not known,1,228,170,125,37,561,5,70,38,9,6,128,0,0,0,0,0,0,689
Haryana,2014,Other causes,27,453,442,169,51,1142,9,152,79,32,14,286,0,0,0,0,0,0,1428
Haryana,2014,Total,32,963,913,478,136,2522,18,384,192,62,25,681,0,0,0,0,0,0,3203
Himachal Pradesh,2014,Bankruptcy or indebtedness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2014,Marriage Related Issues,0,20,13,6,4,43,0,21,18,3,1,43,0,0,0,0,0,0,86
Himachal Pradesh,2014,Non Settlement of Marriage,0,10,2,1,0,13,0,3,2,0,0,5,0,0,0,0,0,0,18
Himachal Pradesh,2014,Dowry Related Issues,0,0,0,0,0,0,0,3,1,1,0,5,0,0,0,0,0,0,5
Himachal Pradesh,2014,Extra Marital affairs,0,2,1,0,0,3,0,2,1,0,0,3,0,0,0,0,0,0,6
Himachal Pradesh,2014,Divorce,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Himachal Pradesh,2014,Others,0,6,10,5,4,25,0,13,14,2,1,30,0,0,0,0,0,0,55
Himachal Pradesh,2014,Failure in Examination,0,3,0,0,0,3,1,2,0,0,0,3,0,0,0,0,0,0,6
Himachal Pradesh,2014,Impotency/Infertility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2014,Other Family problems,0,23,29,14,3,69,0,14,18,10,1,43,0,0,0,0,0,0,112
Himachal Pradesh,2014,Illness,1,32,26,8,4,71,0,16,13,10,4,43,0,0,0,0,0,0,114
Himachal Pradesh,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2014,Cancer,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Himachal Pradesh,2014,Paralysis,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Himachal Pradesh,2014,Insanity/Mental illness,1,18,16,5,1,41,0,8,7,4,2,21,0,0,0,0,0,0,62
Himachal Pradesh,2014,Other prolonged illness,0,14,8,2,3,27,0,8,6,6,2,22,0,0,0,0,0,0,49
Himachal Pradesh,2014,Death of dear person,0,0,0,1,0,1,0,1,0,1,2,4,0,0,0,0,0,0,5
Himachal Pradesh,2014,Drug abuse/addiction,0,5,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10
Himachal Pradesh,2014,Fall in social reputation,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Himachal Pradesh,2014,Ideological causes/Hero worshipping,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Himachal Pradesh,2014,Love affairs,0,14,1,0,0,15,0,14,1,0,0,15,0,0,0,0,0,0,30
Himachal Pradesh,2014,Poverty,0,0,0,0,1,1,0,0,2,0,0,2,0,0,0,0,0,0,3
Himachal Pradesh,2014,Unemployment,0,4,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,5
Himachal Pradesh,2014,Property dispute,0,1,7,6,1,15,0,4,5,2,0,11,0,0,0,0,0,0,26
Himachal Pradesh,2014,Suspected/Illicit relation,0,2,4,2,0,8,0,2,1,1,0,4,0,0,0,0,0,0,12
Himachal Pradesh,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2014,Professional/Career Problem,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2
Himachal Pradesh,2014,Causes not known,3,31,44,16,5,99,2,27,13,5,2,49,0,0,0,0,0,0,148
Himachal Pradesh,2014,Other causes,2,18,18,11,4,53,1,11,8,6,3,29,0,0,0,0,0,0,82
Himachal Pradesh,2014,Total,6,154,150,64,22,396,4,114,79,38,13,248,0,0,0,0,0,0,644
Jammu and Kashmir,2014,Bankruptcy or indebtedness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu and Kashmir,2014,Marriage Related Issues,0,6,2,1,0,9,0,11,0,0,0,11,0,0,0,0,0,0,20
Jammu and Kashmir,2014,Non Settlement of Marriage,0,1,0,0,0,1,0,6,0,0,0,6,0,0,0,0,0,0,7
Jammu and Kashmir,2014,Dowry Related Issues,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Jammu and Kashmir,2014,Extra Marital affairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu and Kashmir,2014,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu and Kashmir,2014,Others,0,5,2,1,0,8,0,4,0,0,0,4,0,0,0,0,0,0,12
Jammu and Kashmir,2014,Failure in Examination,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2
Jammu and Kashmir,2014,Impotency/Infertility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu and Kashmir,2014,Other Family problems,1,17,8,4,1,31,0,9,3,2,0,14,0,0,0,0,0,0,45
Jammu and Kashmir,2014,Illness,0,3,1,2,1,7,0,0,1,1,0,2,0,0,0,0,0,0,9
Jammu and Kashmir,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu and Kashmir,2014,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu and Kashmir,2014,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu and Kashmir,2014,Insanity/Mental illness,0,3,1,2,1,7,0,0,0,1,0,1,0,0,0,0,0,0,8
Jammu and Kashmir,2014,Other prolonged illness,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Jammu and Kashmir,2014,Death of dear person,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu and Kashmir,2014,Drug abuse/addiction,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Jammu and Kashmir,2014,Fall in social reputation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu and Kashmir,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu and Kashmir,2014,Love affairs,0,3,0,0,0,3,0,8,0,0,0,8,0,0,0,0,0,0,11
Jammu and Kashmir,2014,Poverty,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Jammu and Kashmir,2014,Unemployment,0,1,0,1,1,3,0,2,1,0,0,3,0,0,0,0,0,0,6
Jammu and Kashmir,2014,Property dispute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu and Kashmir,2014,Suspected/Illicit relation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu and Kashmir,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu and Kashmir,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu and Kashmir,2014,Professional/Career Problem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu and Kashmir,2014,Causes not known,1,19,13,11,4,48,0,22,9,2,0,33,0,0,0,0,0,0,81
Jammu and Kashmir,2014,Other causes,1,9,28,8,1,47,0,21,12,2,0,35,0,0,0,0,0,0,82
Jammu and Kashmir,2014,Total,3,58,54,27,8,150,0,75,26,7,0,108,0,0,0,0,0,0,258
Jharkhand,2014,Bankruptcy or indebtedness,0,2,1,1,0,4,0,1,1,0,0,2,0,0,0,0,0,0,6
Jharkhand,2014,Marriage Related Issues,0,32,16,7,0,55,0,25,4,1,0,30,0,0,0,0,0,0,85
Jharkhand,2014,Non Settlement of Marriage,0,6,1,0,0,7,0,2,0,0,0,2,0,0,0,0,0,0,9
Jharkhand,2014,Dowry Related Issues,0,0,1,0,0,1,0,6,0,0,0,6,0,0,0,0,0,0,7
Jharkhand,2014,Extra Marital affairs,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2
Jharkhand,2014,Divorce,0,0,0,0,0,0,0,5,3,1,0,9,0,0,0,0,0,0,9
Jharkhand,2014,Others,0,26,14,7,0,47,0,10,1,0,0,11,0,0,0,0,0,0,58
Jharkhand,2014,Failure in Examination,2,24,5,0,0,31,2,11,1,0,0,14,0,0,0,0,0,0,45
Jharkhand,2014,Impotency/Infertility,0,1,1,0,0,2,0,1,2,0,1,4,0,0,0,0,0,0,6
Jharkhand,2014,Other Family problems,0,35,22,40,6,103,0,29,19,0,0,48,0,0,0,0,0,0,151
Jharkhand,2014,Illness,1,27,30,20,0,78,0,7,6,7,3,23,0,0,0,0,0,0,101
Jharkhand,2014,AIDS/STD,0,8,5,2,0,15,0,0,0,2,0,2,0,0,0,0,0,0,17
Jharkhand,2014,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2014,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2014,Insanity/Mental illness,1,9,14,9,0,33,0,6,2,3,2,13,0,0,0,0,0,0,46
Jharkhand,2014,Other prolonged illness,0,10,11,9,0,30,0,1,4,2,1,8,0,0,0,0,0,0,38
Jharkhand,2014,Death of dear person,0,1,1,1,2,5,0,1,0,0,0,1,0,0,0,0,0,0,6
Jharkhand,2014,Drug abuse/addiction,0,11,5,0,0,16,0,1,0,1,0,2,0,0,0,0,0,0,18
Jharkhand,2014,Fall in social reputation,0,4,5,4,3,16,0,0,1,2,0,3,0,0,0,0,0,0,19
Jharkhand,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2014,Love affairs,0,31,6,6,0,43,1,21,2,0,0,24,0,0,0,0,0,0,67
Jharkhand,2014,Poverty,0,10,3,3,0,16,0,3,5,3,0,11,0,0,0,0,0,0,27
Jharkhand,2014,Unemployment,0,7,9,4,0,20,0,10,4,0,0,14,0,0,0,0,0,0,34
Jharkhand,2014,Property dispute,0,6,11,4,0,21,0,0,1,0,0,1,0,0,0,0,0,0,22
Jharkhand,2014,Suspected/Illicit relation,0,1,0,2,0,3,0,2,0,0,0,2,0,0,0,0,0,0,5
Jharkhand,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2014,Physical Abuse (Rape; etc.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2014,Professional/Career Problem,0,3,3,1,0,7,0,2,0,0,0,2,0,0,0,0,0,0,9
Jharkhand,2014,Causes not known,4,52,47,28,2,133,2,51,28,6,6,93,0,0,0,0,0,0,226
Jharkhand,2014,Other causes,14,165,108,38,12,337,19,85,24,6,2,136,0,0,0,0,0,0,473
Jharkhand,2014,Total,21,412,273,159,25,890,24,250,98,26,12,410,0,0,0,0,0,0,1300
Karnataka,2014,Bankruptcy or indebtedness,0,29,59,45,6,139,1,3,8,1,1,14,0,0,0,0,0,0,153
Karnataka,2014,Marriage Related Issues,0,66,34,7,2,109,0,81,27,6,1,115,0,0,0,0,0,0,224
Karnataka,2014,Non Settlement of Marriage,0,16,13,0,0,29,0,21,5,0,0,26,0,0,0,0,0,0,55
Karnataka,2014,Dowry Related Issues,0,0,0,0,0,0,0,6,5,0,0,11,0,0,0,0,0,0,11
Karnataka,2014,Extra Marital affairs,0,7,4,0,0,11,0,6,2,1,0,9,0,0,0,0,0,0,20
Karnataka,2014,Divorce,0,1,4,0,1,6,0,5,4,0,0,9,0,0,0,0,0,0,15
Karnataka,2014,Others,0,42,13,7,1,63,0,43,11,5,1,60,0,0,0,0,0,0,123
Karnataka,2014,Failure in Examination,5,73,2,0,0,80,2,82,0,0,0,84,0,0,0,0,0,0,164
Karnataka,2014,Impotency/Infertility,0,2,6,1,0,9,0,6,3,0,0,9,0,0,0,0,0,0,18
Karnataka,2014,Other Family problems,4,350,457,273,44,1128,1,259,226,83,11,580,0,1,0,0,0,1,1709
Karnataka,2014,Illness,5,488,536,316,171,1516,6,352,205,133,85,781,0,0,1,0,0,1,2298
Karnataka,2014,AIDS/STD,0,2,7,5,0,14,0,1,2,0,0,3,0,0,0,0,0,0,17
Karnataka,2014,Cancer,0,5,10,10,8,33,0,3,5,3,3,14,0,0,0,0,0,0,47
Karnataka,2014,Paralysis,1,4,17,13,9,44,0,0,3,2,6,11,0,0,0,0,0,0,55
Karnataka,2014,Insanity/Mental illness,1,162,144,76,27,410,3,85,58,38,24,208,0,0,1,0,0,1,619
Karnataka,2014,Other prolonged illness,3,315,358,212,127,1015,3,263,137,90,52,545,0,0,0,0,0,0,1560
Karnataka,2014,Death of dear person,0,26,23,19,4,72,0,19,16,2,2,39,0,0,0,0,0,0,111
Karnataka,2014,Drug abuse/addiction,0,12,21,34,11,78,0,0,3,2,0,5,0,0,0,0,0,0,83
Karnataka,2014,Fall in social reputation,0,8,15,5,0,28,1,7,4,0,0,12,0,0,0,0,0,0,40
Karnataka,2014,Ideological causes/Hero worshipping,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Karnataka,2014,Love affairs,2,242,47,22,9,322,1,87,10,4,0,102,0,0,0,0,0,0,424
Karnataka,2014,Poverty,0,18,35,18,5,76,1,3,1,0,2,7,0,0,0,0,0,0,83
Karnataka,2014,Unemployment,0,39,35,5,2,81,1,7,6,2,0,16,0,0,0,0,0,0,97
Karnataka,2014,Property dispute,0,22,35,10,5,72,0,0,5,1,0,6,0,0,0,0,0,0,78
Karnataka,2014,Suspected/Illicit relation,0,1,5,1,1,8,0,2,3,2,0,7,0,0,0,0,0,0,15
Karnataka,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Karnataka,2014,Physical Abuse (Rape; etc.),0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Karnataka,2014,Professional/Career Problem,0,15,24,8,3,50,0,3,3,0,0,6,0,0,0,0,0,0,56
Karnataka,2014,Causes not known,5,272,240,123,53,693,4,119,39,35,15,212,0,0,0,0,0,0,905
Karnataka,2014,Other causes,33,1138,1164,724,161,3220,21,526,318,324,74,1263,0,0,0,0,0,0,4483
Karnataka,2014,Total,54,2803,2739,1611,477,7684,39,1557,877,595,191,3259,0,1,1,0,0,2,10945
Kerala,2014,Bankruptcy or indebtedness,1,14,53,63,22,153,1,2,10,5,2,20,0,0,0,0,0,0,173
Kerala,2014,Marriage Related Issues,0,9,26,24,0,59,0,38,18,3,0,59,0,0,0,0,0,0,118
Kerala,2014,Non Settlement of Marriage,0,3,7,3,0,13,0,9,4,0,0,13,0,0,0,0,0,0,26
Kerala,2014,Dowry Related Issues,0,0,0,0,0,0,0,15,3,2,0,20,0,0,0,0,0,0,20
Kerala,2014,Extra Marital affairs,0,2,5,8,0,15,0,5,6,0,0,11,0,0,0,0,0,0,26
Kerala,2014,Divorce,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
Kerala,2014,Others,0,4,13,10,0,27,0,9,5,1,0,15,0,0,0,0,0,0,42
Kerala,2014,Failure in Examination,3,27,1,0,0,31,2,28,0,0,0,30,0,0,0,0,0,0,61
Kerala,2014,Impotency/Infertility,0,1,8,3,2,14,0,2,7,0,0,9,0,0,0,0,0,0,23
Kerala,2014,Other Family problems,13,365,785,756,466,2385,10,235,231,164,124,764,0,0,0,0,0,0,3149
Kerala,2014,Illness,0,177,332,511,527,1547,0,75,101,167,235,578,0,0,0,0,0,0,2125
Kerala,2014,AIDS/STD,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Kerala,2014,Cancer,0,4,9,26,17,56,0,1,3,8,8,20,0,0,0,0,0,0,76
Kerala,2014,Paralysis,0,0,2,2,8,12,0,1,0,1,0,2,0,0,0,0,0,0,14
Kerala,2014,Insanity/Mental illness,0,109,155,179,100,543,0,50,52,59,59,220,0,0,0,0,0,0,763
Kerala,2014,Other prolonged illness,0,64,166,303,402,935,0,23,46,99,168,336,0,0,0,0,0,0,1271
Kerala,2014,Death of dear person,1,11,12,26,19,69,0,12,8,15,11,46,0,0,0,0,0,0,115
Kerala,2014,Drug abuse/addiction,0,95,163,163,52,473,0,1,0,1,0,2,0,0,0,0,0,0,475
Kerala,2014,Fall in social reputation,0,5,14,14,7,40,0,4,5,1,2,12,0,0,0,0,0,0,52
Kerala,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2
Kerala,2014,Love affairs,0,56,9,1,0,66,2,77,2,0,0,81,0,0,0,0,0,0,147
Kerala,2014,Poverty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2014,Unemployment,0,21,19,6,4,50,0,6,2,0,0,8,0,0,0,0,0,0,58
Kerala,2014,Property dispute,0,5,13,16,4,38,0,0,0,0,1,1,0,0,0,0,0,0,39
Kerala,2014,Suspected/Illicit relation,0,1,4,1,0,6,0,1,5,0,0,6,0,0,0,0,0,0,12
Kerala,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Kerala,2014,Physical Abuse (Rape; etc.),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Kerala,2014,Professional/Career Problem,0,9,21,18,0,48,0,3,4,4,0,11,0,0,0,0,0,0,59
Kerala,2014,Causes not known,5,112,127,138,73,455,5,52,27,24,14,122,0,0,0,0,0,0,577
Kerala,2014,Other causes,7,218,344,251,157,977,3,110,73,50,46,282,0,0,0,0,0,0,1259
Kerala,2014,Total,30,1126,1931,1992,1333,6412,23,649,493,434,435,2034,0,0,0,0,0,0,8446
Madhya Pradesh,2014,Bankruptcy or indebtedness,0,19,16,13,0,48,0,0,3,1,1,5,0,0,0,0,0,0,53
Madhya Pradesh,2014,Marriage Related Issues,2,112,57,11,1,183,2,611,143,22,1,779,0,0,0,0,0,0,962
Madhya Pradesh,2014,Non Settlement of Marriage,0,25,12,1,0,38,1,19,5,0,0,25,0,0,0,0,0,0,63
Madhya Pradesh,2014,Dowry Related Issues,0,1,0,0,0,1,0,543,114,10,1,668,0,0,0,0,0,0,669
Madhya Pradesh,2014,Extra Marital affairs,0,13,7,2,0,22,1,8,3,2,0,14,0,0,0,0,0,0,36
Madhya Pradesh,2014,Divorce,0,1,3,0,0,4,0,3,4,0,0,7,0,0,0,0,0,0,11
Madhya Pradesh,2014,Others,2,72,35,8,1,118,0,38,17,10,0,65,0,0,0,0,0,0,183
Madhya Pradesh,2014,Failure in Examination,3,95,3,0,0,101,6,113,3,0,0,122,0,0,0,0,0,0,223
Madhya Pradesh,2014,Impotency/Infertility,0,7,10,0,0,17,0,17,12,2,0,31,0,0,0,0,0,0,48
Madhya Pradesh,2014,Other Family problems,19,488,304,109,41,961,2,423,268,74,38,805,0,0,0,0,0,0,1766
Madhya Pradesh,2014,Illness,6,425,336,223,108,1098,7,185,142,88,43,465,0,0,0,0,0,0,1563
Madhya Pradesh,2014,AIDS/STD,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Madhya Pradesh,2014,Cancer,0,5,6,9,0,20,0,2,1,1,1,5,0,0,0,0,0,0,25
Madhya Pradesh,2014,Paralysis,0,1,11,5,1,18,0,0,1,0,0,1,0,0,0,0,0,0,19
Madhya Pradesh,2014,Insanity/Mental illness,2,153,121,81,20,377,4,65,55,27,10,161,0,0,0,0,0,0,538
Madhya Pradesh,2014,Other prolonged illness,4,265,197,128,87,681,3,118,85,60,32,298,0,0,0,0,0,0,979
Madhya Pradesh,2014,Death of dear person,0,19,25,7,3,54,1,19,2,4,1,27,0,0,0,0,0,0,81
Madhya Pradesh,2014,Drug abuse/addiction,1,113,108,59,4,285,0,8,10,1,1,20,0,0,0,0,0,0,305
Madhya Pradesh,2014,Fall in social reputation,0,15,18,11,5,49,3,8,3,0,0,14,0,0,0,0,0,0,63
Madhya Pradesh,2014,Ideological causes/Hero worshipping,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Madhya Pradesh,2014,Love affairs,0,119,18,0,0,137,3,93,8,0,0,104,0,0,0,0,0,0,241
Madhya Pradesh,2014,Poverty,0,7,9,14,4,34,0,1,10,11,0,22,0,0,0,0,0,0,56
Madhya Pradesh,2014,Unemployment,0,43,37,4,2,86,0,26,10,2,0,38,0,0,0,0,0,0,124
Madhya Pradesh,2014,Property dispute,0,29,29,26,8,92,0,2,9,6,6,23,0,0,0,0,0,0,115
Madhya Pradesh,2014,Suspected/Illicit relation,0,12,18,3,0,33,1,10,1,2,0,14,0,0,0,0,0,0,47
Madhya Pradesh,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Madhya Pradesh,2014,Physical Abuse (Rape; etc.),0,1,0,0,0,1,1,11,0,0,1,13,0,0,0,0,0,0,14
Madhya Pradesh,2014,Professional/Career Problem,0,6,10,6,0,22,0,0,1,1,0,2,0,0,0,0,0,0,24
Madhya Pradesh,2014,Causes not known,24,398,279,113,44,858,20,273,113,41,21,468,0,0,0,0,0,0,1326
Madhya Pradesh,2014,Other causes,31,531,388,255,77,1282,13,471,165,72,23,744,0,0,0,0,0,0,2026
Madhya Pradesh,2014,Total,86,2439,1665,854,297,5341,59,2273,903,327,136,3698,0,0,0,0,0,0,9039
Maharashtra,2014,Bankruptcy or indebtedness,0,160,332,238,78,808,0,5,10,16,4,35,0,0,0,0,0,0,843
Maharashtra,2014,Marriage Related Issues,0,135,125,40,13,313,2,314,101,25,0,442,0,0,0,0,0,0,755
Maharashtra,2014,Non Settlement of Marriage,0,64,32,1,1,98,0,61,20,5,0,86,0,0,0,0,0,0,184
Maharashtra,2014,Dowry Related Issues,0,0,0,0,1,1,0,150,29,6,0,185,0,0,0,0,0,0,186
Maharashtra,2014,Extra Marital affairs,0,15,21,4,1,41,0,35,17,4,0,56,0,0,0,0,0,0,97
Maharashtra,2014,Divorce,0,5,13,2,1,21,0,14,7,2,0,23,0,0,0,0,0,0,44
Maharashtra,2014,Others,0,51,59,33,9,152,2,54,28,8,0,92,0,0,0,0,0,0,244
Maharashtra,2014,Failure in Examination,8,186,3,0,0,197,12,149,1,0,0,162,0,0,0,0,0,0,359
Maharashtra,2014,Impotency/Infertility,0,7,9,0,0,16,0,18,5,1,1,25,0,0,0,0,0,0,41
Maharashtra,2014,Other Family problems,17,1335,1351,670,191,3564,29,1001,541,155,46,1772,0,0,0,0,0,0,5336
Maharashtra,2014,Illness,2,554,798,600,447,2401,5,377,316,209,202,1109,0,1,1,0,0,2,3512
Maharashtra,2014,AIDS/STD,0,14,48,20,6,88,0,2,13,3,2,20,0,0,1,0,0,1,109
Maharashtra,2014,Cancer,0,11,31,27,16,85,0,4,8,7,6,25,0,0,0,0,0,0,110
Maharashtra,2014,Paralysis,0,1,2,17,8,28,0,2,0,5,2,9,0,0,0,0,0,0,37
Maharashtra,2014,Insanity/Mental illness,1,222,242,128,58,651,4,146,120,74,41,385,0,1,0,0,0,1,1037
Maharashtra,2014,Other prolonged illness,1,306,475,408,359,1549,1,223,175,120,151,670,0,0,0,0,0,0,2219
Maharashtra,2014,Death of dear person,0,22,36,23,16,97,0,24,21,9,3,57,0,0,0,0,0,0,154
Maharashtra,2014,Drug abuse/addiction,1,385,585,309,87,1367,0,2,0,1,2,5,0,0,0,0,0,0,1372
Maharashtra,2014,Fall in social reputation,0,14,16,19,4,53,0,5,1,2,1,9,0,0,0,0,0,0,62
Maharashtra,2014,Ideological causes/Hero worshipping,1,2,5,4,1,13,2,2,2,0,0,6,0,0,0,0,0,0,19
Maharashtra,2014,Love affairs,0,155,20,2,0,177,3,118,13,0,0,134,0,0,0,0,0,0,311
Maharashtra,2014,Poverty,0,47,59,30,9,145,1,10,6,1,0,18,0,0,0,0,0,0,163
Maharashtra,2014,Unemployment,0,147,95,36,6,284,0,16,8,4,0,28,0,0,0,0,0,0,312
Maharashtra,2014,Property dispute,0,22,45,43,9,119,0,20,20,5,1,46,0,0,0,0,0,0,165
Maharashtra,2014,Suspected/Illicit relation,0,4,7,2,0,13,3,19,7,2,0,31,0,0,0,0,0,0,44
Maharashtra,2014,Illegitimate Pregnancy,0,0,0,0,0,0,0,7,4,0,0,11,0,0,0,0,0,0,11
Maharashtra,2014,Physical Abuse (Rape; etc.),0,0,0,2,0,2,2,19,4,2,0,27,0,0,0,0,0,0,29
Maharashtra,2014,Professional/Career Problem,0,60,73,41,7,181,0,11,9,0,0,20,0,0,0,0,0,0,201
Maharashtra,2014,Causes not known,8,266,272,146,75,767,5,145,53,16,15,234,0,1,0,0,0,1,1002
Maharashtra,2014,Other causes,8,475,453,285,90,1311,6,161,76,34,28,305,0,0,0,0,0,0,1616
Maharashtra,2014,Total,45,3976,4284,2490,1033,11828,70,2423,1198,482,303,4476,0,2,1,0,0,3,16307
Manipur,2014,Bankruptcy or indebtedness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Marriage Related Issues,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2
Manipur,2014,Non Settlement of Marriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Dowry Related Issues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Extra Marital affairs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Divorce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Others,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2
Manipur,2014,Failure in Examination,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Impotency/Infertility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Other Family problems,0,0,1,1,0,2,0,6,4,0,0,10,0,0,0,0,0,0,12
Manipur,2014,Illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2014,AIDS/STD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Paralysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Insanity/Mental illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2014,Other prolonged illness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
