STATE/UT,Year,CAUSE,Male,Female,Transgender,Total
HARYANA,2010,Never Married,337,133,0,470
HARYANA,2010,Married,1434,488,0,1922
HARYANA,2010,Widowed/Widower,76,43,0,119
HARYANA,2010,Divorcee,8,3,0,11
HARYANA,2010,Seperated,323,50,0,373
HARYANA,2010,Total,2178,717,0,2895
HARYANA,2011,Never Married,651,202,0,853
HARYANA,2011,Married,1676,509,0,2185
HARYANA,2011,Widowed/Widower,124,61,0,185
HARYANA,2011,Divorcee,7,6,0,13
HARYANA,2011,Seperated,6,3,0,9
HARYANA,2011,Total,2464,781,0,3245
HARYANA,2012,Never Married,550,155,0,705
HARYANA,2012,Married,1371,528,0,1899
HARYANA,2012,Widowed/Widower,105,42,0,147
HARYANA,2012,Divorcee,6,5,0,11
HARYANA,2012,Seperated,39,26,0,65
HARYANA,2012,Total,2071,756,0,2827
HIMACHAL PRADESH,2001,Never Married,42,28,0,70
HIMACHAL PRADESH,2001,Married,126,94,0,220
HIMACHAL PRADESH,2001,Widowed/Widower,2,2,0,4
HIMACHAL PRADESH,2001,Divorcee,3,3,0,6
HIMACHAL PRADESH,2001,Seperated,4,3,0,7
HIMACHAL PRADESH,2001,Total,177,130,0,307
HIMACHAL PRADESH,2002,Never Married,59,25,0,84
HIMACHAL PRADESH,2002,Married,140,93,0,233
HIMACHAL PRADESH,2002,Widowed/Widower,4,7,0,11
HIMACHAL PRADESH,2002,Divorcee,1,1,0,2
HIMACHAL PRADESH,2002,Seperated,4,0,0,4
HIMACHAL PRADESH,2002,Total,208,126,0,334
HIMACHAL PRADESH,2003,Never Married,64,38,0,102
HIMACHAL PRADESH,2003,Married,162,102,0,264
HIMACHAL PRADESH,2003,Widowed/Widower,6,2,0,8
HIMACHAL PRADESH,2003,Divorcee,0,2,0,2
HIMACHAL PRADESH,2003,Seperated,8,2,0,10
HIMACHAL PRADESH,2003,Total,240,146,0,386
HIMACHAL PRADESH,2004,Never Married,70,30,0,100
HIMACHAL PRADESH,2004,Married,148,94,0,242
HIMACHAL PRADESH,2004,Widowed/Widower,12,7,0,19
HIMACHAL PRADESH,2004,Divorcee,4,1,0,5
HIMACHAL PRADESH,2004,Seperated,2,3,0,5
HIMACHAL PRADESH,2004,Total,236,135,0,371
HIMACHAL PRADESH,2005,Never Married,69,39,0,108
HIMACHAL PRADESH,2005,Married,119,86,0,205
HIMACHAL PRADESH,2005,Widowed/Widower,2,5,0,7
HIMACHAL PRADESH,2005,Divorcee,5,2,0,7
HIMACHAL PRADESH,2005,Seperated,19,13,0,32
HIMACHAL PRADESH,2005,Total,214,145,0,359
HIMACHAL PRADESH,2006,Never Married,82,50,0,132
HIMACHAL PRADESH,2006,Married,212,99,0,311
HIMACHAL PRADESH,2006,Widowed/Widower,3,4,0,7
HIMACHAL PRADESH,2006,Divorcee,0,0,0,0
HIMACHAL PRADESH,2006,Seperated,4,3,0,7
HIMACHAL PRADESH,2006,Total,301,156,0,457
HIMACHAL PRADESH,2007,Never Married,65,38,0,103
HIMACHAL PRADESH,2007,Married,188,100,0,288
HIMACHAL PRADESH,2007,Widowed/Widower,1,5,0,6
HIMACHAL PRADESH,2007,Divorcee,1,0,0,1
HIMACHAL PRADESH,2007,Seperated,3,1,0,4
HIMACHAL PRADESH,2007,Total,258,144,0,402
HIMACHAL PRADESH,2008,Never Married,85,48,0,133
HIMACHAL PRADESH,2008,Married,310,147,0,457
HIMACHAL PRADESH,2008,Widowed/Widower,10,14,0,24
HIMACHAL PRADESH,2008,Divorcee,3,0,0,3
HIMACHAL PRADESH,2008,Seperated,9,4,0,13
HIMACHAL PRADESH,2008,Total,417,213,0,630
HIMACHAL PRADESH,2009,Never Married,79,44,0,123
HIMACHAL PRADESH,2009,Married,266,136,0,402
HIMACHAL PRADESH,2009,Widowed/Widower,17,11,0,28
HIMACHAL PRADESH,2009,Divorcee,0,0,0,0
HIMACHAL PRADESH,2009,Seperated,4,3,0,7
HIMACHAL PRADESH,2009,Total,366,194,0,560
HIMACHAL PRADESH,2010,Never Married,91,55,0,146
HIMACHAL PRADESH,2010,Married,238,124,0,362
HIMACHAL PRADESH,2010,Widowed/Widower,13,8,0,21
HIMACHAL PRADESH,2010,Divorcee,1,0,0,1
HIMACHAL PRADESH,2010,Seperated,5,7,0,12
HIMACHAL PRADESH,2010,Total,348,194,0,542
HIMACHAL PRADESH,2011,Never Married,73,49,0,122
HIMACHAL PRADESH,2011,Married,188,114,0,302
HIMACHAL PRADESH,2011,Widowed/Widower,3,3,0,6
HIMACHAL PRADESH,2011,Divorcee,0,0,0,0
HIMACHAL PRADESH,2011,Seperated,5,8,0,13
HIMACHAL PRADESH,2011,Total,269,174,0,443
HIMACHAL PRADESH,2012,Never Married,91,37,0,128
HIMACHAL PRADESH,2012,Married,237,113,0,350
HIMACHAL PRADESH,2012,Widowed/Widower,10,9,0,19
HIMACHAL PRADESH,2012,Divorcee,4,2,0,6
HIMACHAL PRADESH,2012,Seperated,12,13,0,25
HIMACHAL PRADESH,2012,Total,354,174,0,528
JAMMU & KASHMIR,2001,Never Married,11,15,0,26
JAMMU & KASHMIR,2001,Married,74,45,0,119
JAMMU & KASHMIR,2001,Widowed/Widower,6,2,0,8
JAMMU & KASHMIR,2001,Divorcee,0,0,0,0
JAMMU & KASHMIR,2001,Seperated,0,0,0,0
JAMMU & KASHMIR,2001,Total,91,62,0,153
JAMMU & KASHMIR,2002,Never Married,22,18,0,40
JAMMU & KASHMIR,2002,Married,63,60,0,123
JAMMU & KASHMIR,2002,Widowed/Widower,5,2,0,7
JAMMU & KASHMIR,2002,Divorcee,1,5,0,6
JAMMU & KASHMIR,2002,Seperated,5,3,0,8
JAMMU & KASHMIR,2002,Total,96,88,0,184
JAMMU & KASHMIR,2003,Never Married,21,19,0,40
JAMMU & KASHMIR,2003,Married,34,43,0,77
JAMMU & KASHMIR,2003,Widowed/Widower,2,5,0,7
JAMMU & KASHMIR,2003,Divorcee,3,2,0,5
JAMMU & KASHMIR,2003,Seperated,3,6,0,9
JAMMU & KASHMIR,2003,Total,63,75,0,138
JAMMU & KASHMIR,2004,Never Married,15,15,0,30
JAMMU & KASHMIR,2004,Married,31,44,0,75
JAMMU & KASHMIR,2004,Widowed/Widower,3,0,0,3
JAMMU & KASHMIR,2004,Divorcee,0,0,0,0
JAMMU & KASHMIR,2004,Seperated,2,2,0,4
JAMMU & KASHMIR,2004,Total,51,61,0,112
JAMMU & KASHMIR,2005,Never Married,56,23,0,79
JAMMU & KASHMIR,2005,Married,112,58,0,170
JAMMU & KASHMIR,2005,Widowed/Widower,0,3,0,3
JAMMU & KASHMIR,2005,Divorcee,0,2,0,2
JAMMU & KASHMIR,2005,Seperated,28,12,0,40
JAMMU & KASHMIR,2005,Total,196,98,0,294
JAMMU & KASHMIR,2006,Never Married,53,42,0,95
JAMMU & KASHMIR,2006,Married,95,58,0,153
JAMMU & KASHMIR,2006,Widowed/Widower,0,3,0,3
JAMMU & KASHMIR,2006,Divorcee,0,5,0,5
JAMMU & KASHMIR,2006,Seperated,4,2,0,6
JAMMU & KASHMIR,2006,Total,152,110,0,262
JAMMU & KASHMIR,2007,Never Married,50,23,0,73
JAMMU & KASHMIR,2007,Married,101,54,0,155
JAMMU & KASHMIR,2007,Widowed/Widower,0,2,0,2
JAMMU & KASHMIR,2007,Divorcee,0,2,0,2
JAMMU & KASHMIR,2007,Seperated,2,0,0,2
JAMMU & KASHMIR,2007,Total,153,81,0,234
JAMMU & KASHMIR,2008,Never Married,50,36,0,86
JAMMU & KASHMIR,2008,Married,127,94,0,221
JAMMU & KASHMIR,2008,Widowed/Widower,0,0,0,0
JAMMU & KASHMIR,2008,Divorcee,0,3,0,3
JAMMU & KASHMIR,2008,Seperated,0,0,0,0
JAMMU & KASHMIR,2008,Total,177,133,0,310
JAMMU & KASHMIR,2009,Never Married,62,63,0,125
JAMMU & KASHMIR,2009,Married,97,83,0,180
JAMMU & KASHMIR,2009,Widowed/Widower,6,5,0,11
JAMMU & KASHMIR,2009,Divorcee,0,0,0,0
JAMMU & KASHMIR,2009,Seperated,3,2,0,5
JAMMU & KASHMIR,2009,Total,168,153,0,321
JAMMU & KASHMIR,2010,Never Married,42,61,0,103
JAMMU & KASHMIR,2010,Married,72,71,0,143
JAMMU & KASHMIR,2010,Widowed/Widower,0,1,0,1
JAMMU & KASHMIR,2010,Divorcee,0,0,0,0
JAMMU & KASHMIR,2010,Seperated,8,4,0,12
JAMMU & KASHMIR,2010,Total,122,137,0,259
JAMMU & KASHMIR,2011,Never Married,38,59,0,97
JAMMU & KASHMIR,2011,Married,83,69,0,152
JAMMU & KASHMIR,2011,Widowed/Widower,7,5,0,12
JAMMU & KASHMIR,2011,Divorcee,6,2,0,8
JAMMU & KASHMIR,2011,Seperated,10,8,0,18
JAMMU & KASHMIR,2011,Total,144,143,0,287
JAMMU & KASHMIR,2012,Never Married,59,67,0,126
JAMMU & KASHMIR,2012,Married,110,128,0,238
JAMMU & KASHMIR,2012,Widowed/Widower,5,6,0,11
JAMMU & KASHMIR,2012,Divorcee,5,12,0,17
JAMMU & KASHMIR,2012,Seperated,13,9,0,22
JAMMU & KASHMIR,2012,Total,192,222,0,414
JHARKHAND,2001,Never Married,20,15,0,35
JHARKHAND,2001,Married,107,85,0,192
JHARKHAND,2001,Widowed/Widower,1,2,0,3
JHARKHAND,2001,Divorcee,1,1,0,2
JHARKHAND,2001,Seperated,12,6,0,18
JHARKHAND,2001,Total,141,109,0,250
JHARKHAND,2002,Never Married,14,14,0,28
JHARKHAND,2002,Married,84,85,0,169
JHARKHAND,2002,Widowed/Widower,24,10,0,34
JHARKHAND,2002,Divorcee,12,3,0,15
JHARKHAND,2002,Seperated,19,7,0,26
JHARKHAND,2002,Total,153,119,0,272
JHARKHAND,2003,Never Married,21,14,0,35
JHARKHAND,2003,Married,90,75,0,165
JHARKHAND,2003,Widowed/Widower,15,20,0,35
JHARKHAND,2003,Divorcee,12,3,0,15
JHARKHAND,2003,Seperated,15,7,0,22
JHARKHAND,2003,Total,153,119,0,272
JHARKHAND,2004,Never Married,44,29,0,73
JHARKHAND,2004,Married,139,115,0,254
JHARKHAND,2004,Widowed/Widower,24,13,0,37
JHARKHAND,2004,Divorcee,3,12,0,15
JHARKHAND,2004,Seperated,23,15,0,38
JHARKHAND,2004,Total,233,184,0,417
JHARKHAND,2005,Never Married,135,91,0,226
JHARKHAND,2005,Married,347,165,0,512
JHARKHAND,2005,Widowed/Widower,12,19,0,31
JHARKHAND,2005,Divorcee,4,4,0,8
JHARKHAND,2005,Seperated,25,6,0,31
JHARKHAND,2005,Total,523,285,0,808
JHARKHAND,2006,Never Married,199,104,0,303
JHARKHAND,2006,Married,290,211,0,501
JHARKHAND,2006,Widowed/Widower,17,11,0,28
JHARKHAND,2006,Divorcee,4,5,0,9
JHARKHAND,2006,Seperated,11,4,0,15
JHARKHAND,2006,Total,521,335,0,856
JHARKHAND,2007,Never Married,232,116,0,348
JHARKHAND,2007,Married,573,259,0,832
JHARKHAND,2007,Widowed/Widower,57,21,0,78
JHARKHAND,2007,Divorcee,14,7,0,21
JHARKHAND,2007,Seperated,4,6,0,10
JHARKHAND,2007,Total,880,409,0,1289
JHARKHAND,2008,Never Married,134,82,0,216
JHARKHAND,2008,Married,413,156,0,569
JHARKHAND,2008,Widowed/Widower,21,18,0,39
JHARKHAND,2008,Divorcee,5,28,0,33
JHARKHAND,2008,Seperated,29,25,0,54
JHARKHAND,2008,Total,602,309,0,911
JHARKHAND,2009,Never Married,192,110,0,302
JHARKHAND,2009,Married,491,215,0,706
JHARKHAND,2009,Widowed/Widower,45,28,0,73
JHARKHAND,2009,Divorcee,6,7,0,13
JHARKHAND,2009,Seperated,10,8,0,18
JHARKHAND,2009,Total,744,368,0,1112
JHARKHAND,2010,Never Married,222,142,0,364
JHARKHAND,2010,Married,522,254,0,776
JHARKHAND,2010,Widowed/Widower,37,25,0,62
JHARKHAND,2010,Divorcee,3,10,0,13
JHARKHAND,2010,Seperated,11,6,0,17
JHARKHAND,2010,Total,795,437,0,1232
JHARKHAND,2011,Never Married,205,103,0,308
JHARKHAND,2011,Married,591,250,0,841
JHARKHAND,2011,Widowed/Widower,18,24,0,42
JHARKHAND,2011,Divorcee,2,5,0,7
JHARKHAND,2011,Seperated,9,5,0,14
JHARKHAND,2011,Total,825,387,0,1212
JHARKHAND,2012,Never Married,302,165,0,467
JHARKHAND,2012,Married,453,273,0,726
JHARKHAND,2012,Widowed/Widower,37,22,0,59
JHARKHAND,2012,Divorcee,19,8,0,27
JHARKHAND,2012,Seperated,27,13,0,40
JHARKHAND,2012,Total,838,481,0,1319
KARNATAKA,2001,Never Married,1686,894,0,2580
KARNATAKA,2001,Married,5581,2607,0,8188
KARNATAKA,2001,Widowed/Widower,261,364,0,625
KARNATAKA,2001,Divorcee,32,35,0,67
KARNATAKA,2001,Seperated,311,110,0,421
KARNATAKA,2001,Total,7871,4010,0,11881
KARNATAKA,2002,Never Married,1794,969,0,2763
KARNATAKA,2002,Married,5865,2829,0,8694
KARNATAKA,2002,Widowed/Widower,138,193,0,331
KARNATAKA,2002,Divorcee,15,68,0,83
KARNATAKA,2002,Seperated,268,131,0,399
KARNATAKA,2002,Total,8080,4190,0,12270
KARNATAKA,2003,Never Married,1953,1007,0,2960
KARNATAKA,2003,Married,5912,2678,0,8590
KARNATAKA,2003,Widowed/Widower,251,206,0,457
KARNATAKA,2003,Divorcee,26,17,0,43
KARNATAKA,2003,Seperated,233,78,0,311
KARNATAKA,2003,Total,8375,3986,0,12361
KARNATAKA,2004,Never Married,1762,1000,0,2762
KARNATAKA,2004,Married,5841,2671,0,8512
KARNATAKA,2004,Widowed/Widower,159,165,0,324
KARNATAKA,2004,Divorcee,13,3,0,16
KARNATAKA,2004,Seperated,243,80,0,323
KARNATAKA,2004,Total,8018,3919,0,11937
KARNATAKA,2005,Never Married,1562,869,0,2431
KARNATAKA,2005,Married,5715,2706,0,8421
KARNATAKA,2005,Widowed/Widower,170,147,0,317
KARNATAKA,2005,Divorcee,28,24,0,52
KARNATAKA,2005,Seperated,232,104,0,336
KARNATAKA,2005,Total,7707,3850,0,11557
KARNATAKA,2006,Never Married,1761,956,0,2717
KARNATAKA,2006,Married,5806,2863,0,8669
KARNATAKA,2006,Widowed/Widower,204,214,0,418
KARNATAKA,2006,Divorcee,33,28,0,61
KARNATAKA,2006,Seperated,244,103,0,347
KARNATAKA,2006,Total,8048,4164,0,12212
KARNATAKA,2007,Never Married,1776,1052,0,2828
KARNATAKA,2007,Married,6137,2574,0,8711
KARNATAKA,2007,Widowed/Widower,320,187,0,507
KARNATAKA,2007,Divorcee,28,51,0,79
KARNATAKA,2007,Seperated,131,48,0,179
KARNATAKA,2007,Total,8392,3912,0,12304
KARNATAKA,2008,Never Married,1771,1026,0,2797
KARNATAKA,2008,Married,6068,2715,0,8783
KARNATAKA,2008,Widowed/Widower,184,180,0,364
KARNATAKA,2008,Divorcee,38,34,0,72
KARNATAKA,2008,Seperated,155,51,0,206
KARNATAKA,2008,Total,8216,4006,0,12222
KARNATAKA,2009,Never Married,1775,982,0,2757
KARNATAKA,2009,Married,5581,2397,0,7978
KARNATAKA,2009,Widowed/Widower,495,423,0,918
KARNATAKA,2009,Divorcee,75,49,0,124
KARNATAKA,2009,Seperated,283,135,0,418
KARNATAKA,2009,Total,8209,3986,0,12195
KARNATAKA,2010,Never Married,1921,1055,0,2976
KARNATAKA,2010,Married,5631,2730,0,8361
KARNATAKA,2010,Widowed/Widower,471,250,0,721
KARNATAKA,2010,Divorcee,125,84,0,209
KARNATAKA,2010,Seperated,259,125,0,384
KARNATAKA,2010,Total,8407,4244,0,12651
KARNATAKA,2011,Never Married,1873,996,0,2869
KARNATAKA,2011,Married,6002,2822,0,8824
KARNATAKA,2011,Widowed/Widower,283,184,0,467
KARNATAKA,2011,Divorcee,55,58,0,113
KARNATAKA,2011,Seperated,259,90,0,349
KARNATAKA,2011,Total,8472,4150,0,12622
KARNATAKA,2012,Never Married,1968,1032,0,3000
KARNATAKA,2012,Married,6216,2920,0,9136
KARNATAKA,2012,Widowed/Widower,180,133,0,313
KARNATAKA,2012,Divorcee,17,13,0,30
KARNATAKA,2012,Seperated,215,59,0,274
KARNATAKA,2012,Total,8596,4157,0,12753
KERALA,2001,Never Married,1187,601,0,1788
KERALA,2001,Married,5306,1915,0,7221
KERALA,2001,Widowed/Widower,119,148,0,267
KERALA,2001,Divorcee,45,66,0,111
KERALA,2001,Seperated,130,55,0,185
KERALA,2001,Total,6787,2785,0,9572
KERALA,2002,Never Married,1193,570,0,1763
KERALA,2002,Married,5600,1782,0,7382
KERALA,2002,Widowed/Widower,189,171,0,360
KERALA,2002,Divorcee,26,54,0,80
KERALA,2002,Seperated,157,68,0,225
KERALA,2002,Total,7165,2645,0,9810
KERALA,2003,Never Married,1236,587,0,1823
KERALA,2003,Married,5344,1678,0,7022
KERALA,2003,Widowed/Widower,187,173,0,360
KERALA,2003,Divorcee,36,20,0,56
KERALA,2003,Seperated,132,45,0,177
KERALA,2003,Total,6935,2503,0,9438
KERALA,2004,Never Married,1113,583,0,1696
KERALA,2004,Married,5120,1576,0,6696
KERALA,2004,Widowed/Widower,181,203,0,384
KERALA,2004,Divorcee,49,42,0,91
KERALA,2004,Seperated,135,51,0,186
KERALA,2004,Total,6598,2455,0,9053
KERALA,2005,Never Married,1238,528,0,1766
KERALA,2005,Married,5388,1675,0,7063
KERALA,2005,Widowed/Widower,128,150,0,278
KERALA,2005,Divorcee,16,20,0,36
KERALA,2005,Seperated,60,41,0,101
KERALA,2005,Total,6830,2414,0,9244
KERALA,2006,Never Married,999,479,0,1478
KERALA,2006,Married,5298,1697,0,6995
KERALA,2006,Widowed/Widower,143,181,0,324
KERALA,2006,Divorcee,36,41,0,77
KERALA,2006,Seperated,107,45,0,152
KERALA,2006,Total,6583,2443,0,9026
KERALA,2007,Never Married,996,433,0,1429
KERALA,2007,Married,5333,1666,0,6999
KERALA,2007,Widowed/Widower,142,183,0,325
KERALA,2007,Divorcee,40,47,0,87
KERALA,2007,Seperated,77,45,0,122
KERALA,2007,Total,6588,2374,0,8962
KERALA,2008,Never Married,891,446,0,1337
KERALA,2008,Married,4952,1723,0,6675
KERALA,2008,Widowed/Widower,154,182,0,336
KERALA,2008,Divorcee,36,37,0,73
KERALA,2008,Seperated,97,51,0,148
KERALA,2008,Total,6130,2439,0,8569
KERALA,2009,Never Married,932,417,0,1349
KERALA,2009,Married,5099,1754,0,6853
KERALA,2009,Widowed/Widower,163,164,0,327
KERALA,2009,Divorcee,38,35,0,73
KERALA,2009,Seperated,90,63,0,153
KERALA,2009,Total,6322,2433,0,8755
KERALA,2010,Never Married,909,424,0,1333
KERALA,2010,Married,5141,1575,0,6716
KERALA,2010,Widowed/Widower,172,164,0,336
KERALA,2010,Divorcee,33,40,0,73
KERALA,2010,Seperated,91,37,0,128
KERALA,2010,Total,6346,2240,0,8586
KERALA,2011,Never Married,985,408,0,1393
KERALA,2011,Married,4845,1548,0,6393
KERALA,2011,Widowed/Widower,197,160,0,357
KERALA,2011,Divorcee,91,45,0,136
KERALA,2011,Seperated,94,58,0,152
KERALA,2011,Total,6212,2219,0,8431
KERALA,2012,Never Married,1000,401,0,1401
KERALA,2012,Married,4998,1443,0,6441
KERALA,2012,Widowed/Widower,262,163,0,425
KERALA,2012,Divorcee,63,43,0,106
KERALA,2012,Seperated,86,31,0,117
KERALA,2012,Total,6409,2081,0,8490
MADHYA PRADESH,2001,Never Married,1125,862,0,1987
MADHYA PRADESH,2001,Married,2260,2255,0,4515
MADHYA PRADESH,2001,Widowed/Widower,137,180,0,317
MADHYA PRADESH,2001,Divorcee,6,13,0,19
MADHYA PRADESH,2001,Seperated,8,14,0,22
MADHYA PRADESH,2001,Total,3536,3324,0,6860
MADHYA PRADESH,2002,Never Married,971,670,0,1641
MADHYA PRADESH,2002,Married,2353,2370,0,4723
MADHYA PRADESH,2002,Widowed/Widower,152,194,0,346
MADHYA PRADESH,2002,Divorcee,50,32,0,82
MADHYA PRADESH,2002,Seperated,53,54,0,107
MADHYA PRADESH,2002,Total,3579,3320,0,6899
MADHYA PRADESH,2003,Never Married,976,686,0,1662
MADHYA PRADESH,2003,Married,2335,2251,0,4586
MADHYA PRADESH,2003,Widowed/Widower,166,223,0,389
MADHYA PRADESH,2003,Divorcee,22,29,0,51
MADHYA PRADESH,2003,Seperated,39,35,0,74
MADHYA PRADESH,2003,Total,3538,3224,0,6762
MADHYA PRADESH,2004,Never Married,935,560,0,1495
MADHYA PRADESH,2004,Married,2462,2337,0,4799
MADHYA PRADESH,2004,Widowed/Widower,155,187,0,342
MADHYA PRADESH,2004,Divorcee,32,35,0,67
MADHYA PRADESH,2004,Seperated,50,42,0,92
MADHYA PRADESH,2004,Total,3634,3161,0,6795
MADHYA PRADESH,2005,Never Married,600,587,0,1187
MADHYA PRADESH,2005,Married,2031,1780,0,3811
MADHYA PRADESH,2005,Widowed/Widower,126,132,0,258
MADHYA PRADESH,2005,Divorcee,21,42,0,63
MADHYA PRADESH,2005,Seperated,73,56,0,129
MADHYA PRADESH,2005,Total,2851,2597,0,5448
MADHYA PRADESH,2006,Never Married,786,671,0,1457
MADHYA PRADESH,2006,Married,2515,2050,0,4565
MADHYA PRADESH,2006,Widowed/Widower,149,122,0,271
MADHYA PRADESH,2006,Divorcee,14,34,0,48
MADHYA PRADESH,2006,Seperated,39,55,0,94
MADHYA PRADESH,2006,Total,3503,2932,0,6435
MADHYA PRADESH,2007,Never Married,911,728,0,1639
MADHYA PRADESH,2007,Married,2425,1917,0,4342
MADHYA PRADESH,2007,Widowed/Widower,100,149,0,249
MADHYA PRADESH,2007,Divorcee,11,25,0,36
MADHYA PRADESH,2007,Seperated,23,40,0,63
MADHYA PRADESH,2007,Total,3470,2859,0,6329
MADHYA PRADESH,2008,Never Married,1302,854,0,2156
MADHYA PRADESH,2008,Married,2693,2020,0,4713
MADHYA PRADESH,2008,Widowed/Widower,182,199,0,381
MADHYA PRADESH,2008,Divorcee,73,69,0,142
MADHYA PRADESH,2008,Seperated,115,122,0,237
MADHYA PRADESH,2008,Total,4365,3264,0,7629
MADHYA PRADESH,2009,Never Married,1417,1002,0,2419
MADHYA PRADESH,2009,Married,3366,2735,0,6101
MADHYA PRADESH,2009,Widowed/Widower,269,200,0,469
MADHYA PRADESH,2009,Divorcee,29,20,0,49
MADHYA PRADESH,2009,Seperated,19,56,0,75
MADHYA PRADESH,2009,Total,5100,4013,0,9113
MADHYA PRADESH,2010,Never Married,1356,998,0,2354
MADHYA PRADESH,2010,Married,3426,2644,0,6070
MADHYA PRADESH,2010,Widowed/Widower,189,161,0,350
MADHYA PRADESH,2010,Divorcee,72,61,0,133
MADHYA PRADESH,2010,Seperated,44,52,0,96
MADHYA PRADESH,2010,Total,5087,3916,0,9003
MADHYA PRADESH,2011,Never Married,1474,1040,0,2514
MADHYA PRADESH,2011,Married,3589,2757,0,6346
MADHYA PRADESH,2011,Widowed/Widower,123,127,0,250
MADHYA PRADESH,2011,Divorcee,20,31,0,51
MADHYA PRADESH,2011,Seperated,34,64,0,98
MADHYA PRADESH,2011,Total,5240,4019,0,9259
MADHYA PRADESH,2012,Never Married,1592,1108,0,2700
MADHYA PRADESH,2012,Married,3860,2672,0,6532
MADHYA PRADESH,2012,Widowed/Widower,242,161,0,403
MADHYA PRADESH,2012,Divorcee,19,30,0,49
MADHYA PRADESH,2012,Seperated,61,30,0,91
MADHYA PRADESH,2012,Total,5774,4001,0,9775
MAHARASHTRA,2001,Never Married,1892,1102,0,2994
MAHARASHTRA,2001,Married,7015,3734,0,10749
MAHARASHTRA,2001,Widowed/Widower,247,280,0,527
MAHARASHTRA,2001,Divorcee,64,95,0,159
MAHARASHTRA,2001,Seperated,120,69,0,189
MAHARASHTRA,2001,Total,9338,5280,0,14618
MAHARASHTRA,2002,Never Married,2046,1106,0,3152
MAHARASHTRA,2002,Married,6988,3621,0,10609
MAHARASHTRA,2002,Widowed/Widower,283,241,0,524
MAHARASHTRA,2002,Divorcee,45,51,0,96
MAHARASHTRA,2002,Seperated,85,63,0,148
MAHARASHTRA,2002,Total,9447,5082,0,14529
MAHARASHTRA,2003,Never Married,1925,1012,0,2937
MAHARASHTRA,2003,Married,7477,3563,0,11040
MAHARASHTRA,2003,Widowed/Widower,320,302,0,622
MAHARASHTRA,2003,Divorcee,20,33,0,53
MAHARASHTRA,2003,Seperated,68,40,0,108
MAHARASHTRA,2003,Total,9810,4950,0,14760
MAHARASHTRA,2004,Never Married,2000,1054,0,3054
MAHARASHTRA,2004,Married,7525,3454,0,10979
MAHARASHTRA,2004,Widowed/Widower,246,260,0,506
MAHARASHTRA,2004,Divorcee,51,36,0,87
MAHARASHTRA,2004,Seperated,81,22,0,103
MAHARASHTRA,2004,Total,9903,4826,0,14729
MAHARASHTRA,2005,Never Married,1937,1108,0,3045
MAHARASHTRA,2005,Married,7232,3410,0,10642
MAHARASHTRA,2005,Widowed/Widower,346,250,0,596
MAHARASHTRA,2005,Divorcee,36,38,0,74
MAHARASHTRA,2005,Seperated,52,17,0,69
MAHARASHTRA,2005,Total,9603,4823,0,14426
MAHARASHTRA,2006,Never Married,1994,955,0,2949
MAHARASHTRA,2006,Married,8133,3707,0,11840
MAHARASHTRA,2006,Widowed/Widower,293,257,0,550
MAHARASHTRA,2006,Divorcee,35,37,0,72
MAHARASHTRA,2006,Seperated,55,28,0,83
MAHARASHTRA,2006,Total,10510,4984,0,15494
MAHARASHTRA,2007,Never Married,2019,949,0,2968
MAHARASHTRA,2007,Married,8024,3519,0,11543
MAHARASHTRA,2007,Widowed/Widower,295,230,0,525
MAHARASHTRA,2007,Divorcee,33,48,0,81
MAHARASHTRA,2007,Seperated,49,18,0,67
MAHARASHTRA,2007,Total,10420,4764,0,15184
MAHARASHTRA,2008,Never Married,1979,991,0,2970
MAHARASHTRA,2008,Married,7634,3176,0,10810
MAHARASHTRA,2008,Widowed/Widower,211,258,0,469
MAHARASHTRA,2008,Divorcee,28,42,0,70
MAHARASHTRA,2008,Seperated,37,18,0,55
MAHARASHTRA,2008,Total,9889,4485,0,14374
MAHARASHTRA,2009,Never Married,1995,1037,0,3032
MAHARASHTRA,2009,Married,7511,3235,0,10746
MAHARASHTRA,2009,Widowed/Widower,228,212,0,440
MAHARASHTRA,2009,Divorcee,20,20,0,40
MAHARASHTRA,2009,Seperated,31,11,0,42
MAHARASHTRA,2009,Total,9785,4515,0,14300
MAHARASHTRA,2010,Never Married,2372,1271,0,3643
MAHARASHTRA,2010,Married,8138,3538,0,11676
MAHARASHTRA,2010,Widowed/Widower,300,225,0,525
MAHARASHTRA,2010,Divorcee,31,18,0,49
MAHARASHTRA,2010,Seperated,17,6,0,23
MAHARASHTRA,2010,Total,10858,5058,0,15916
MAHARASHTRA,2011,Never Married,2211,1144,0,3355
MAHARASHTRA,2011,Married,8387,3696,0,12083
MAHARASHTRA,2011,Widowed/Widower,229,196,0,425
MAHARASHTRA,2011,Divorcee,35,21,0,56
MAHARASHTRA,2011,Seperated,25,3,0,28
MAHARASHTRA,2011,Total,10887,5060,0,15947
MAHARASHTRA,2012,Never Married,2261,1179,0,3440
MAHARASHTRA,2012,Married,8756,3370,0,12126
MAHARASHTRA,2012,Widowed/Widower,228,220,0,448
MAHARASHTRA,2012,Divorcee,29,26,0,55
MAHARASHTRA,2012,Seperated,30,13,0,43
MAHARASHTRA,2012,Total,11304,4808,0,16112
MANIPUR,2001,Never Married,12,9,0,21
MANIPUR,2001,Married,12,8,0,20
MANIPUR,2001,Widowed/Widower,0,0,0,0
MANIPUR,2001,Divorcee,0,0,0,0
MANIPUR,2001,Seperated,0,0,0,0
